id,student_id/id,course_id/id,batch_id/id,program_id/id,curriculum_version_id/id,course_type,state,admission_date,completion_date
course_link_stu_ppgcc_01,stu_ppgcc_01,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_02,stu_ppgcc_02,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_03,stu_ppgcc_03,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_04,stu_ppgcc_04,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_05,stu_ppgcc_05,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_06,stu_ppgcc_06,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_07,stu_ppgcc_07,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_08,stu_ppgcc_08,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,finished,2024-03-01,2026-03-31
course_link_stu_ppgcc_09,stu_ppgcc_09,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
course_link_stu_ppgcc_10,stu_ppgcc_10,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
course_link_stu_ppgcc_11,stu_ppgcc_11,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
course_link_stu_ppgcc_12,stu_ppgcc_12,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
course_link_stu_ppgcc_13,stu_ppgcc_13,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
course_link_stu_ppgcc_14,stu_ppgcc_14,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
course_link_stu_ppgcc_15,stu_ppgcc_15,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
course_link_stu_ppgcc_16,stu_ppgcc_16,crs_xyzq_cc,batch_xyzq_cc_2024,prog_xyzq_cc,reg_xyzq_cc_2024,regular,running,2024-03-01,
